"","dayOfWeek","dayOfMonth","month","year","reports","temp","dewp","slp","visib","wdsp","mxpsd","max","min","prcp","sndp"
"7954",7,15,10,2022,790,46,34,1011.4,10,8.9,15,55,37,0.09,0
"7955",1,16,10,2022,754,50.7,34.6,1014,10,7.7,15,57,42.1,0,0
"7956",2,17,10,2022,734,43.6,28.2,1012.4,10,14.1,24.1,51.1,39,0,0
"7957",3,18,10,2022,688,42.2,25.5,1016.2,10,15.6,21,50,37,0,0
"7958",4,19,10,2022,731,43.8,23.9,1016.1,10,12.1,18.1,50,35.1,0,0
"7959",5,20,10,2022,719,45.8,19.7,1010.6,10,8.1,11.1,63,34,0,0
"7960",6,21,10,2022,770,58.6,34.1,1007.4,10,8.8,15.9,78.1,45,0,0
"7961",7,22,10,2022,867,68.6,44.1,1008.3,10,11.8,15.9,82,57.9,0,0
"7962",1,23,10,2022,872,71.7,52.1,1011.7,10,13.4,22,81,64,0,0
"7963",2,24,10,2022,863,72.2,50.5,1011,10,13.6,19,79,64,0.02,0
"7964",3,25,10,2022,710,65,50.8,1006.4,7.2,8.7,18.1,75,55.9,0.85,0
"7965",4,26,10,2022,747,50.5,39.1,1011.7,9.9,11.1,20,57,45,0.05,0
"7966",5,27,10,2022,751,47.8,36.8,1025.5,10,4.6,11.1,54,41,0,0
"7967",6,28,10,2022,785,52.5,36.6,1028.9,10,5.9,8,61,46,0,0
"7968",7,29,10,2022,772,53.4,39.7,1027.2,10,3.5,9.9,66.9,43,0,0
"7969",1,30,10,2022,732,55.7,42.6,1017.9,9.8,3.4,8,66.9,48.9,0,0
"7970",2,31,10,2022,785,58,53.7,1010.2,3.4,3.4,8,61,57,0.06,0
"7971",3,1,11,2022,919,57.4,43.8,1017.9,7.9,5.3,8.9,70,46,0.01,0
"7972",4,2,11,2022,774,60.9,44.8,1023.5,10,5.6,9.9,73.9,48.9,0,0
"7973",5,3,11,2022,778,64.8,48,1020.2,10,9.9,17.1,75,55,0,0
"7974",6,4,11,2022,788,67.3,50.4,1012.2,9.7,12,18.1,75.9,62.1,0,0
"7975",7,5,11,2022,697,63.3,51.4,1001.3,9.2,19.3,27,73.9,50,0.17,0
"7976",1,6,11,2022,741,52.4,39.2,1011.4,10,12,20,64,46.9,0.1,0
"7977",2,7,11,2022,689,50.5,26.3,1029.1,10,7.2,11.1,57.9,42.1,0,0
"7978",3,8,11,2022,637,48.9,34.3,1036,10,9.5,12,54,44.1,0,0
"7979",4,9,11,2022,674,56,36.6,1026.1,10,8.2,12,70,48,0,0
"7980",5,10,11,2022,723,67.2,44,1015.8,10,11.2,17.1,75.9,61,0,0
"7981",6,11,11,2022,784,51.5,37.8,1010.5,10,10.4,14,69.1,37,0,0
"7982",7,12,11,2022,724,34.2,22.3,1016.2,10,9.7,14,48,33.1,0,0
"7983",1,13,11,2022,680,33.3,19.8,1024.8,10,8.1,11.1,36,30,0,0
"7984",2,14,11,2022,625,33.8,17.8,1028.3,10,3.8,8.9,51.1,28,0,0
"7985",3,15,11,2022,604,35.5,27.5,1024.4,6,6.5,13,39,32,0.03,0
"7986",4,16,11,2022,651,34.4,30.5,1020.4,6.4,8.7,12,36,33.1,0.05,0
"7987",5,17,11,2022,642,31.9,24.8,1021.2,9.4,12.1,20,34,28.9,0.02,0
"7988",6,18,11,2022,703,27.3,17.4,1022.1,9.2,13.7,20,33.1,21.9,0.02,1.2
"7989",7,19,11,2022,643,22.5,11.6,1020.1,9.4,14.9,22,27,19,0,1.2
"7990",1,20,11,2022,604,21.5,7.4,1027.7,10,10.6,15.9,33.1,12.9,0,0
"7991",2,21,11,2022,680,35.4,15.9,1021.9,10,12.6,18.1,46.9,28.9,0,0
"7992",3,22,11,2022,676,38.5,21.1,1024.2,10,5.1,12,52,28,0,0
"7993",4,23,11,2022,736,43.9,30.5,1021.5,10,6.5,12,59,33.1,0,0
"7994",5,24,11,2022,571,45.9,34.5,1020.6,9.9,6,11.1,53.1,37.9,0,0
"7995",6,25,11,2022,662,43.8,34.2,1021.5,9.4,7.2,9.9,52,33.1,0,0
"7996",7,26,11,2022,703,43.3,26,1018.6,10,7.9,15.9,55.9,33.1,0,0
"7997",1,27,11,2022,668,44.2,36.3,1003.7,9.4,9.4,20,50,41,0.14,0
"7998",2,28,11,2022,715,38.7,30.5,1012.9,10,5.7,12,46,30.9,0.02,0
"7999",3,29,11,2022,708,47.4,40.1,1008.6,9.5,11.2,21,59,39,0,0
"8000",4,30,11,2022,666,32.3,21.9,1013.4,9.8,19.7,25.1,57.9,24.1,0.22,0
"8001",5,1,12,2022,775,24.6,12.2,1030.4,10,9.3,17.1,35.1,18,0,0
"8002",6,2,12,2022,774,41,23.2,1016.9,10,14.3,19,52,33.1,0,0
"8003",7,3,12,2022,656,36.1,23,1021,10,14.7,24.1,52,23,0,0
"8004",1,4,12,2022,693,27.1,10.5,1026.3,10,9.4,15.9,39.9,18,0,0
"8005",2,5,12,2022,685,34.8,21.7,1014.5,10,8.5,13,44.1,28,0,0
"8006",3,6,12,2022,759,41,35.8,1015.4,7.3,5.2,8.9,44.1,37.9,0,0
"8007",4,7,12,2022,747,40.6,36.2,1022.1,5,4.4,8,43,36,0,0
"8008",5,8,12,2022,720,38.8,29.4,1029,9.4,8.1,12,42.1,35.1,0,0
"8009",6,9,12,2022,652,36.8,32.6,1024.5,6.9,10.6,15,37.9,35.1,0,0
"8010",7,10,12,2022,749,37.6,33.9,1023.2,6.7,6.3,12,39,37,0.41,0
"8011",1,11,12,2022,720,38.2,33,1023.3,8.1,4.8,8.9,39.2,37,0,0
"8012",2,12,12,2022,737,39.1,31.3,1025.8,9.9,4.9,11.1,42.1,37,0,0
"8013",3,13,12,2022,674,36.5,27.1,1024.3,10,11.8,15.9,39,34,0,0
"8014",4,14,12,2022,641,39.6,35,1013.1,6,12.4,18.1,44.6,36,0.22,0
"8015",5,15,12,2022,594,36.3,32.5,1001,6.6,10.1,15.9,39.9,32,0.95,0
"8016",6,16,12,2022,658,30.5,24.2,1005.5,6.9,12.1,17.1,32,27,0.03,0
"8017",7,17,12,2022,646,25.1,18,1008.6,8.7,13.8,18.1,28.4,24.1,0.01,0
"8018",1,18,12,2022,619,18.9,11.2,1019.1,10,13,15,24.1,15.1,0,0
"8019",2,19,12,2022,612,16.8,7.1,1030.9,10,4.9,14,26.1,10,0,0
"8020",3,20,12,2022,674,27.4,19.4,1031.9,9.9,5.9,8.9,33.1,24.1,0,0
"8021",4,21,12,2022,675,23.8,15.6,1032,9.5,6.2,9.9,32,17.1,0,0
"8022",5,22,12,2022,556,28,21.8,1016.2,5.4,7.8,19,34,3.9,0,1.2
"8023",6,23,12,2022,414,-4.3,-12.4,1013.7,2.8,20.3,26,5,-9,0.05,1.2
"8024",7,24,12,2022,392,3.9,-5.7,1015.6,7.1,18.6,22.9,12.9,-2,0,1.2
"8025",1,25,12,2022,418,7.7,-3.2,1019.3,10,12.4,17.1,14,1.9,0,1.2
"8026",2,26,12,2022,470,17.2,7.9,1021.8,9.3,5.2,12,21.9,12.9,0,1.2
"8027",3,27,12,2022,591,15.7,8.3,1024,10,8.3,15.9,24.1,8.1,0,1.2
"8028",4,28,12,2022,627,31.3,22.5,1012,10,15.2,19,44.1,23,0,1.2
"8029",5,29,12,2022,651,49,42,1009.9,10,14.5,20,57,43,0,1.2
"8030",6,30,12,2022,678,47.5,41.4,1013.9,8.7,11.1,21,57,37,0,0
"8031",7,31,12,2022,725,32.8,26.8,1014.9,9.9,3.5,6,39,27,0,0
"8032",1,1,1,2023,1092,40.7,37,1013.5,5.9,5.2,8.9,45,35.1,0.14,0
"8033",2,2,1,2023,657,39,36.4,1017.9,5,3.8,11.1,44.1,32,0.14,0
"8034",3,3,1,2023,742,41.9,40.8,1007.5,2,6.5,12,46.9,37.9,0.86,0
"8035",4,4,1,2023,689,40.1,36.2,1005.8,7.3,7.1,14,48.9,34,0.12,0
"8036",5,5,1,2023,658,33,28.2,1011.6,6.8,9.2,13,35.1,30.9,0.01,0
"8037",6,6,1,2023,734,30.4,25.6,1019.9,8.8,8.4,13,33.8,26.1,0,0
"8038",7,7,1,2023,716,29.4,22.1,1028.1,9.8,4.8,8,33.1,25,0,0
"8039",1,8,1,2023,615,31.7,23.4,1026.7,10,4.8,11.1,35.1,28,0,0
"8040",2,9,1,2023,665,31.6,25.1,1021.7,8.2,8.3,12,44.1,25,0,0
"8041",3,10,1,2023,665,41.1,32.7,1013,9.5,6.6,11.1,48.9,36,0,0
"8042",4,11,1,2023,759,44.1,36.7,1010.5,9.7,4.4,8,53.1,37.9,0,0
"8043",5,12,1,2023,676,40.2,34.8,1012.8,6.9,12.1,21,48.9,37,0,0
"8044",6,13,1,2023,702,32.8,24.8,1023.1,9.4,14.6,20,37.9,28.9,0,0
"8045",7,14,1,2023,762,27.2,17.9,1026.5,10,6.4,13,30.9,24.1,0,0
"8046",1,15,1,2023,764,31.5,21.8,1021.4,10,9.4,14,43,26.1,0,0
"8047",2,16,1,2023,682,41.8,29.1,1008.9,9.1,11.8,15,46,37.9,0,0
"8048",3,17,1,2023,743,43.3,37.9,1001,8.8,14.6,22,52,37.9,0.15,0
"8049",4,18,1,2023,689,37.6,30,1014.2,10,8.4,14,39,36,0,0
"8050",5,19,1,2023,689,38.7,36.3,1000.5,5.4,10.1,20,42.1,37,0.28,0
"8051",6,20,1,2023,685,33.8,28.1,1014.9,9.3,12.4,15.9,37,32,0.07,0
"8052",7,21,1,2023,722,30,22.4,1023,10,7.6,11.1,32,28,0,0
"8053",1,22,1,2023,651,31.6,27.3,1015.1,6.2,4.5,9.9,34,30,0,0
"8054",2,23,1,2023,683,27.6,22.6,1018.7,8.4,9.7,15,32,21.9,0.02,0
"8055",3,24,1,2023,637,31.2,24.7,1022.3,9.7,9.1,17.1,37,28,0,0
"8056",4,25,1,2023,621,33,29.7,1012.5,3.9,6.1,11.1,35.1,30.9,0.12,1.2
"8057",5,26,1,2023,602,28.1,24.2,1013.8,4.4,9.4,17.1,34,19.9,0.1,1.2
"8058",6,27,1,2023,653,22.6,16.1,1015.9,8.5,13.2,20,37,14,0.01,1.2
"8059",7,28,1,2023,653,24.5,16.8,1020.8,9,8.7,18.1,35.1,19.9,0.03,1.2
"8060",1,29,1,2023,546,27.3,22,1022.3,7.4,10.2,15,30.9,23,0.04,1.2
"8061",2,30,1,2023,583,16.5,6,1029.6,9,9,13,25,10,0.01,1.2
"8062",3,31,1,2023,543,7.8,-6.5,1032.5,10,6.1,11.1,14,3,0,1.2
"8063",4,1,2,2023,722,13.8,0,1029.6,10,8.4,14,28,6.1,0,1.2
"8064",5,2,2,2023,648,25.9,13.7,1022.3,10,10.4,20,34,19.9,0,1.2
"8065",6,3,2,2023,643,9.8,-8.6,1034.5,10,10.7,19,27,1,0,1.2
"8066",7,4,2,2023,698,22.2,7.7,1026.2,10,10.8,18.1,43,9,0,1.2
"8067",1,5,2,2023,638,38.6,26.6,1013.4,10,12.4,15,43,35.1,0,1.2
"8068",2,6,2,2023,694,33.4,23.7,1021.8,9.7,6.4,15,44.1,23,0,0
"8069",3,7,2,2023,693,41.9,31.8,1013.9,10,14.4,22,50,35.1,0,0
"8070",4,8,2,2023,643,33.9,25.6,1024.3,10,3.6,8.9,43,25,0,0
"8071",5,9,2,2023,616,39.2,35.8,1012.1,5.5,10.2,17.1,46.9,37,0.29,0
"8072",6,10,2,2023,716,36.1,26.2,1023.3,8.8,10.9,15,39.9,33.1,0.65,0
"8073",7,11,2,2023,721,32.5,16.9,1029,10,6.7,12,46.9,23,0,0
"8074",1,12,2,2023,673,39.2,21.7,1018.6,10,7,9.9,52,28,0,0
"8075",2,13,2,2023,660,43.6,23.8,1010.2,10,9.3,14,53.1,34,0,0
"8076",3,14,2,2023,687,44.2,27.9,1009.3,10,8.4,17.1,54,36,0,0
"8077",4,15,2,2023,627,46.8,38.4,1004.4,9.8,18.7,27,54,39,0.3,0
"8078",5,16,2,2023,607,34.8,29.9,1015.1,7.6,12.3,20,39,32,0.21,0
"8079",6,17,2,2023,680,24.9,16.9,1023.1,7.7,12.9,21,32,19,0.27,1.2
"8080",7,18,2,2023,670,31.9,20.1,1024.6,10,10.2,13,46,21.9,0,1.2
"8081",1,19,2,2023,731,43.7,28.6,1013.1,10,13.3,19,53.1,39,0,0
"8082",2,20,2,2023,636,38.9,28.6,1009.2,10,6.3,12,48,30,0,0
"8083",3,21,2,2023,602,35.1,19.3,1006.7,10,10.7,20,43,25,0,0
"8084",4,22,2,2023,555,34.2,26.2,1007,7.9,13.3,19,35.1,33.1,0,0
"8085",5,23,2,2023,649,35.9,31.9,1010.3,6.6,12.1,22,43,30.9,1.02,0
"8086",6,24,2,2023,627,24.2,13.2,1035,10,9.3,19,30.9,18,0,0
"8087",7,25,2,2023,646,30.4,22.4,1026.9,9.1,8,12,37.9,24.8,0.02,1.2
"8088",1,26,2,2023,672,36.4,26.2,1017.2,9.8,6.9,12,50,28,0.01,1.2
"8089",2,27,2,2023,636,46.2,37.6,997.9,8.3,12.6,22,59,36,0.4,0
"8090",3,28,2,2023,677,41.9,31.2,1007.1,10,9.7,21,51.1,37,0.45,0
"8091",4,1,3,2023,767,45.2,35.5,1008.3,9.5,8,13,57,37,0.05,0
"8092",5,2,3,2023,595,39,28.8,1013.1,10,9.3,13,50,34,0.04,0
"8093",6,3,3,2023,691,35.7,29.5,1007.1,9.1,12.4,22.9,39,34,0,0
"8094",7,4,3,2023,609,37.5,30.2,1011.3,8.6,7.4,18.1,50,28,0,0
"8095",1,5,3,2023,658,39.4,32.7,1022.5,8.9,5.5,11.1,48.9,30,0.01,0
"8096",2,6,3,2023,656,44.5,37.2,1014.6,9.9,8.8,14,55.9,39.9,0.08,0
"8097",3,7,3,2023,689,40,28.1,1027.6,9.9,13,15.9,45,36,0.05,0
"8098",4,8,3,2023,645,39.6,19.6,1033.5,10,10.6,15,46,36,0,0
"8099",5,9,3,2023,613,39,23.7,1028.2,10,11.1,20,42.1,37,0,0
"8100",6,10,3,2023,691,35.1,31.8,1016.4,5.8,9.7,15.9,39.9,33.1,0.24,0
"8101",7,11,3,2023,670,35.6,28.5,1019.4,9.2,8.8,15.9,39,33.1,0.08,0
"8102",1,12,3,2023,557,34.6,31,1014.1,6.4,7.2,15,37.9,33.1,0.2,1.2
"8103",2,13,3,2023,656,30.5,22.1,1017.8,8.8,11.6,17.1,35.1,28,0.02,1.2
"8104",3,14,3,2023,638,28.4,15,1027.7,10,8.7,14,37,21.9,0,0
"8105",4,15,3,2023,717,35.2,21.5,1025.7,10,7.8,15.9,50,25,0,0
"8106",5,16,3,2023,685,44.6,29.8,1012.1,9.9,11.6,17.1,48.9,42.1,0,0
"8107",6,17,3,2023,664,38.4,31.3,1004.4,8.1,15.6,24.1,52,30.9,0.23,0
"8108",7,18,3,2023,621,21.7,8.8,1017.1,9.9,15.8,20,30.9,12.9,0.06,0
"8109",1,19,3,2023,653,26.6,11.4,1025.6,10,10.6,17.1,41,19,0,0
"8110",2,20,3,2023,708,38.6,15.8,1021.2,10,14.2,22,52,28,0,0
"8111",3,21,3,2023,688,44.7,26.2,1020.7,10,11.7,15.9,55.9,37,0,0
"8112",4,22,3,2023,679,44,37.5,1017.3,6.9,10,15,53.1,39.9,0,0
"8113",5,23,3,2023,680,44.2,41.3,1015.1,6.2,7.8,21,48.9,37.4,0.1,0
"8114",6,24,3,2023,714,40.3,30.5,1016.6,10,9.8,15.9,45,37,0.02,0
"8115",7,25,3,2023,680,39,31.9,1002.8,7.2,13.8,20,45,35.1,0.39,0
"8116",1,26,3,2023,678,40.3,30.1,1013.7,9.8,6.4,15,48,34,0.37,0
"8117",2,27,3,2023,660,40.6,30,1019.6,10,11.1,15.9,46.9,34,0.14,0
"8118",3,28,3,2023,721,39.7,23.2,1025.6,10,5.1,15,52,30,0,0
"8119",4,29,3,2023,684,39.4,21.6,1023.6,9.7,8.9,19,48.9,34,0,0
"8120",5,30,3,2023,668,37.5,18.4,1025.2,10,7.4,14,55,28,0,0
"8121",6,31,3,2023,753,58.9,46.7,1006.1,10,14.1,20,69.8,52,0.13,0
"8122",7,1,4,2023,854,44.8,35.9,1001.3,9.5,15.2,29.9,66,37,0.15,0
"8123",1,2,4,2023,684,41.3,30,1017.4,10,8.1,19,55.9,32,0.01,0
"8124",2,3,4,2023,669,52.8,34.6,1008.8,9.9,7.6,13,61,45,0,0
"8125",3,4,4,2023,674,49.5,44.9,1008.7,9.1,12.9,17.1,59,44.6,0.41,0
"8126",4,5,4,2023,683,65.2,54.9,1002.8,9.8,15.2,26,73,46,0.05,0
"8127",5,6,4,2023,680,42.2,24.8,1025.1,10,10.6,15.9,54,33.1,0.11,0
"8128",6,7,4,2023,692,43.6,23.9,1033.4,10,7.6,11.1,51.1,37.9,0,0
"8129",7,8,4,2023,699,48.6,28,1030.1,10,6.2,9.9,64,37.9,0,0
"8130",1,9,4,2023,682,55.1,27.8,1029.6,10,5.9,14,68,44.1,0,0
"8131",2,10,4,2023,704,60.3,29.3,1027.5,10,6.9,12,71.1,48,0,0
"8132",3,11,4,2023,690,65.9,36.7,1022.6,10,9.1,15.9,80.1,52,0,0
"8133",4,12,4,2023,726,71.5,43.1,1014.9,10,12.2,21,82.9,59,0,0
"8134",5,13,4,2023,722,71.4,40.4,1010.9,10,9,14,84,55.9,0,0
"8135",6,14,4,2023,797,71.8,38,1008.2,10,5.6,11.1,84,55.9,0,0
"8136",7,15,4,2023,780,71.7,50.1,1007.1,9.9,8,27,82.9,66,0,0
"8137",1,16,4,2023,681,55.1,45.9,1003,9.3,12.5,21,79,41,0.1,0
"8138",2,17,4,2023,630,36.4,28.1,1004.3,8.6,16,20,41,32,0.14,0
"8139",3,18,4,2023,688,43.3,26.3,1012.9,10,9.7,15,59,33.1,0.01,0
"8140",4,19,4,2023,701,52.8,33,1014.4,10,8.4,15.9,72,44.1,0,0
"8141",5,20,4,2023,708,64.2,48.9,1009.8,10,11,25.1,81,48.9,0.09,0
"8142",6,21,4,2023,678,53.7,39.5,1012.6,10,10.3,18.1,75,45,0.09,0
"8143",7,22,4,2023,698,44.8,29.5,1011.1,9.9,9.9,18.1,57.9,37.9,0,0
"8144",1,23,4,2023,659,40,29.3,1017.4,10,8.4,17.1,43,35.6,0.03,0
"8145",2,24,4,2023,635,43.7,25.1,1022,10,7.7,15,54,35.1,0,0
"8146",3,25,4,2023,669,44.4,34.1,1021.4,9.2,8.2,15,48.9,39.9,0.1,0
"8147",4,26,4,2023,638,42.2,28.8,1025.2,10,7.5,13,50,34,0.09,0
"8148",5,27,4,2023,688,50,30.1,1018.6,10,6.8,13,66.9,37.9,0,0
"8149",6,28,4,2023,715,54.3,35,1010.6,10,7.3,13,61,48.9,0,0
"8150",7,29,4,2023,598,50.7,35.4,1006,9.7,6.4,15,59,42.1,0,0
"8151",1,30,4,2023,667,45.2,35.4,998.8,9.8,10.1,17.1,55,39.9,0.11,0
"8152",2,1,5,2023,740,43,36,997.1,9.6,13.2,18.1,48.9,41,0.16,0
"8153",3,2,5,2023,664,48.2,32.9,1001.6,10,12.1,18.1,55,43,0.05,0
"8154",4,3,5,2023,670,47.7,33.5,1011.7,10,10.1,20,57,41,0,0
"8155",5,4,5,2023,673,55,36,1015.1,10,4.1,13,73,41,0,0
"8156",6,5,5,2023,673,66.3,37.9,1015.6,10,10.9,17.1,79,55.9,0,0
"8157",7,6,5,2023,684,68,47.3,1016.4,10,10.6,15.9,79,60.1,0,0
"8158",1,7,5,2023,681,72.7,59.8,1010.7,10,9.5,14,84.9,64.9,0.03,0
"8159",2,8,5,2023,691,57.2,51.1,1013.1,8.3,7.8,15.9,68,52,0.05,0
"8160",3,9,5,2023,753,57.9,45,1019.8,10,7,14,70,48.9,0.08,0
"8161",4,10,5,2023,739,64.1,41.5,1021.2,10,4.8,12,80.1,51.1,0,0
"8162",5,11,5,2023,727,69.4,42,1018.1,10,5.5,11.1,82.9,57,0,0
"8163",6,12,5,2023,697,70,54.2,1015.6,9.3,4.7,9.9,75.9,64.9,0,0
"8164",7,13,5,2023,671,62,55.1,1018.5,8.2,7.8,15,68,57,0.31,0
"8165",1,14,5,2023,669,60.3,46.7,1025,10,8.4,13,64.9,55,0,0
"8166",2,15,5,2023,713,59.3,37.6,1026.6,10,7.2,13,68,53.1,0.01,0
"8167",3,16,5,2023,724,63.7,38.7,1014.1,10,5.7,18.1,81,51.1,0,0
"8168",4,17,5,2023,691,55,39.9,1014.7,10,10.9,15,63,46.9,0,0
"8169",5,18,5,2023,744,58.1,34.4,1017.5,10,6.7,11.1,75,46.9,0,0
"8170",6,19,5,2023,720,67.6,47.8,1013.3,9,8.6,15,75.2,64,0,0
"8171",7,20,5,2023,728,59.1,42,1019.7,9.8,7.7,11.1,70,50,0.06,0
"8172",1,21,5,2023,755,66.2,40.3,1020.4,10,7.1,12,80.1,54,0,0
"8173",2,22,5,2023,801,69.8,41.7,1019.2,10,6,14,82,55,0,0
"8174",3,23,5,2023,748,72.3,43.5,1018.8,10,6.1,12,84.9,59,0,0
"8175",4,24,5,2023,714,65.2,46.2,1020.2,10,8.2,15.9,78.1,57,0,0
"8176",5,25,5,2023,735,55.6,33.8,1024.7,10,11.6,15.9,62.1,50,0,0
"8177",6,26,5,2023,735,58.9,35.6,1026.4,10,7.5,12,70,50,0,0
"8178",7,27,5,2023,751,61.8,34.8,1025,10,6.5,13,73.9,48,0,0
"8179",1,28,5,2023,808,66.9,37.9,1020.6,10,6.3,13,79,55.9,0,0
"8180",2,29,5,2023,745,70.2,41.3,1016.2,10,6,9.9,82.9,55,0,0
"8181",3,30,5,2023,713,74.7,45.9,1014.2,10,5.9,13,89.1,62.1,0,0
"8182",4,31,5,2023,706,78.6,56.5,1014,10,6.3,12,91,70,0,0
"8183",5,1,6,2023,882,79.2,60.5,1015.7,10,5.1,14,90,70,0,0
"8184",6,2,6,2023,805,80,54.5,1016.4,10,6,11.1,91,69.1,0,0
"8185",7,3,6,2023,782,78.1,52.6,1015.4,10,7.8,15,89.1,68,0,0
"8186",1,4,6,2023,732,72.7,48.2,1016.2,10,9,12,79,68,0,0
"8187",2,5,6,2023,792,70.2,44.1,1017.1,9.9,4.3,11.1,84.9,57.9,0,0
"8188",3,6,6,2023,740,70.8,49.4,1014.1,9.1,5.3,14,80.1,63,0,0
"8189",4,7,6,2023,732,66.2,45,1011.8,9.3,8.6,15.9,75,60.1,0.02,0
"8190",5,8,6,2023,665,64.9,40.8,1012,10,8.2,14,73.9,55.9,0,0
"8191",6,9,6,2023,702,66.9,40.1,1012.6,10,5.6,11.1,79,54,0,0
"8192",7,10,6,2023,777,74.2,39.9,1008.9,10,5.8,9.9,87.1,61,0,0
"8193",1,11,6,2023,663,62.1,50.7,1008,10,13,22,78.1,53.1,0,0
"8194",2,12,6,2023,735,58.4,41.3,1010.7,10,10.9,20,68,51.8,0.05,0
"8195",3,13,6,2023,695,61.6,51.1,1004.4,9,8.8,14,68,55.9,0.03,0
"8196",4,14,6,2023,715,64.2,56.7,1004,9.3,5.9,15.9,73,59,0.48,0
"8197",5,15,6,2023,724,66.5,55.8,1005.5,8.6,8.8,15.9,82.9,59,0,0
"8198",6,16,6,2023,728,58.7,49.7,1012.7,10,10.3,15.9,68,54,0,0
"8199",7,17,6,2023,734,65.4,51.4,1014.8,8.8,4.9,12,79,52,0,0
"8200",1,18,6,2023,801,72.5,52,1010.2,9.5,6.5,13,84.9,63,0,0
"8201",2,19,6,2023,732,75.3,53.7,1010.2,9.6,8.1,14,86,64.9,0,0
"8202",3,20,6,2023,799,74,53.4,1015.3,10,8.7,15,84,62.1,0,0
"8203",4,21,6,2023,713,76.1,58.6,1017.6,10,7.8,15,88,66.9,0,0
"8204",5,22,6,2023,785,76.4,56.9,1015.9,10,8.7,15.9,84,69.1,0,0
"8205",6,23,6,2023,816,76.3,53.8,1013,9.1,6,11.1,84.9,69.1,0,0
"8206",7,24,6,2023,772,77.9,56.3,1011.7,10,4.5,12,91.9,66,0,0
"8207",1,25,6,2023,870,77.8,62.7,1003.8,9.3,13.2,25.1,87.1,69.1,0,0
"8208",2,26,6,2023,824,70.7,62.4,1002,9,12.4,22.9,75.9,66.9,0.35,0
"8209",3,27,6,2023,782,70.5,56.2,1009.5,3.4,9.1,14,75.9,66,0,0
"8210",4,28,6,2023,674,70.4,53.6,1014.5,1.5,5.1,12,84,59,0,0
"8211",5,29,6,2023,740,78.1,64,1010.4,4.1,7.6,12,87.1,73,0,0
"8212",6,30,6,2023,816,79.2,68.3,1011.6,6.5,6.3,13,90,70,0,0
"8213",7,1,7,2023,918,78.4,67.4,1010.3,8.5,4.6,11.1,86,73,0,0
"8214",1,2,7,2023,655,71.6,67.9,1006.7,5.6,7.2,15,78.1,66.9,0.08,0
"8215",2,3,7,2023,824,73.4,58.9,1010.9,10,6.8,9.9,86,63,4.6,0
"8216",3,4,7,2023,830,80.7,61.6,1013.5,10,6.2,12,91.9,69.1,0,0
"8217",4,5,7,2023,807,82,68.1,1012.8,8.6,7,32.1,91.9,71.1,0,0
"8218",5,6,7,2023,719,73.4,66.3,1013.2,8.1,6.3,12,80.1,71.1,1.76,0
"8219",6,7,7,2023,765,72.3,57.9,1014,10,5.3,12,81,64.9,0,0
"8220",7,8,7,2023,761,69.4,59.6,1011.2,9.4,6,9.9,75,64,0.24,0
"8221",1,9,7,2023,816,72.3,54.4,1011.4,10,4.2,8.9,84.9,60.1,0.01,0
"8222",2,10,7,2023,787,75.7,57.4,1011.9,10,7.3,13,84.9,64.9,0,0
"8223",3,11,7,2023,737,75.3,62.3,1011.1,9.6,9.1,28.9,88,69.1,0,0
"8224",4,12,7,2023,755,69.2,61.8,1011.5,9.1,7.3,15,80.1,64,1.32,0
"8225",5,13,7,2023,786,69.1,61.6,1009.9,9.6,6.2,17.1,79,64,1.1,0
"8226",6,14,7,2023,780,77.6,65.5,1009.4,10,8.1,14,90,69.1,0,0
"8227",7,15,7,2023,790,76.5,67,1008.1,9.7,8.3,26,87.1,69.1,0.29,0
"8228",1,16,7,2023,786,75.1,59.2,1010.1,7.8,7.9,15,82,66.9,0.4,0
"8229",2,17,7,2023,796,74,56.3,1011.3,8.8,8.1,12,80.1,66,0,0
"8230",3,18,7,2023,793,71.8,54.8,1014,10,5.1,11.1,78.1,62.1,0,0
"8231",4,19,7,2023,759,74,56,1015.9,10,4.3,8,84.9,62.1,0,0
"8232",5,20,7,2023,751,79,61.7,1011.9,10,9.4,17.1,87.1,72,0,0
"8233",6,21,7,2023,797,74.5,57.9,1014.2,10,8.2,14,82.9,69.1,0,0
"8234",7,22,7,2023,716,74.3,55.4,1013.1,10,4.8,13,86,64,0,0
"8235",1,23,7,2023,767,73.2,60.1,1011.9,9.8,5.5,11.1,84.9,64.9,0.17,0
"8236",2,24,7,2023,757,78.1,61.6,1015,9.3,3.8,9.9,87.1,69.1,0.15,0
"8237",3,25,7,2023,792,79.4,61.7,1016.9,5.8,5,11.1,90,69.1,0,0
"8238",4,26,7,2023,767,82.2,69.9,1010.3,8.3,8.8,13,91,75.9,0,0
"8239",5,27,7,2023,742,83.7,71.1,1011.6,9.6,4.7,11.1,91,75,0.16,0
"8240",6,28,7,2023,755,83.6,71.4,1012.5,9.7,8,21,93,72,0.3,0
"8241",7,29,7,2023,726,76.9,66,1015.1,9.7,7.7,25.1,89.1,70,1.14,0
"8242",1,30,7,2023,815,74.4,58.9,1017.5,10,5.8,13,80.1,66.9,0.01,0
"8243",2,31,7,2023,782,73.7,54.4,1019.3,10,4.3,9.9,82,64,0,0
"8244",3,1,8,2023,951,76.2,57.9,1020.5,10,5.5,11.1,84.9,69.1,0,0
"8245",4,2,8,2023,818,77.3,59.8,1018.3,10,7,11.1,84.9,69.1,0,0
